act_code,act_name,provision_type,primary_num,secondary_num,canonical_id,display_name,title,status,superseded_reference,source_citation,source_verified_date
PRPA_2009,"Punjab Rented Premises Act, 2009",section,25,,PRPA_2009_SEC_25,Section 25,Recording of evidence by Rent Tribunal,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,26,,PRPA_2009_SEC_26,Section 26,Rent Tribunal to exercise powers of Civil Court,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,27,,PRPA_2009_SEC_27,Section 27,Period for disposal of application within four months,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,28,,PRPA_2009_SEC_28,Section 28,Appeal to District Judge within thirty days against final order,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,29,,PRPA_2009_SEC_29,Section 29,General power of transfer of cases,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,30,,PRPA_2009_SEC_30,Section 30,Transfer of ownership during tenancy,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,31,,PRPA_2009_SEC_31,Section 31,Execution of orders of Rent Tribunal,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,32,,PRPA_2009_SEC_32,Section 32,Indemnity for acts done in good faith,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,33,,PRPA_2009_SEC_33,Section 33,Power to make rules,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,34,,PRPA_2009_SEC_34,Section 34,Provisions of Qanun-e-Shahadat Order and Code of Civil Procedure not to apply,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
PRPA_2009,"Punjab Rented Premises Act, 2009",section,35,,PRPA_2009_SEC_35,Section 35,Repeal of Punjab Urban Rent Restriction Ordinance 1959 and savings,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act VII of 2009; punjablaws.gov.pk/laws/498.html",2026-09-23
