act_code,act_name,provision_type,primary_num,secondary_num,canonical_id,display_name,title,status,superseded_reference,source_citation,source_verified_date
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,26,,PREEMPTION_1991_SEC_26,Section 26,Sum deposited by pre-emptor not to be attached in execution of decree against him,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,27,,PREEMPTION_1991_SEC_27,Section 27,Determination of price by Court where price stated in deed is fictitious or disputed,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,28,,PREEMPTION_1991_SEC_28,Section 28,Market value how to be determined,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,29,,PREEMPTION_1991_SEC_29,Section 29,Government may exclude areas from pre-emption,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,30,,PREEMPTION_1991_SEC_30,Section 30,"Limitation: four months from date of registration of sale deed, attestation of mutation, or taking physical possession","{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,31,,PREEMPTION_1991_SEC_31,Section 31,Notice of intended sale,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,32,,PREEMPTION_1991_SEC_32,Section 32,Matters ancillary or akin to provisions of this Act,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,33,,PREEMPTION_1991_SEC_33,Section 33,Application of Civil Procedure Code and Qanun-e-Shahadat Order,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,34,,PREEMPTION_1991_SEC_34,Section 34,Repeal of Punjab Pre-emption Act 1913 (Act I of 1913),"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,35,,PREEMPTION_1991_SEC_35,Section 35,Saving of pending suits instituted under previous laws,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,36,,PREEMPTION_1991_SEC_36,Section 36,Rules,"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
PREEMPTION_1991,"Punjab Pre-emption Act, 1991",section,37,,PREEMPTION_1991_SEC_37,Section 37,Repeal of Punjab Pre-emption Ordinance 1991 (IX of 1991),"{""federal"": ""not_applicable"", ""punjab"": ""in_force"", ""sindh"": ""not_applicable"", ""kp"": ""not_applicable"", ""balochistan"": ""not_applicable""}",,"Punjab Gazette (Extraordinary), Punjab Act IX of 1991; punjablaws.gov.pk",2026-09-23
